sentiment,text
1,just returned from montmel after seeing world series by renault now relax with x gossip girl hi im here again 
1,vanillalakes im multitasking with the tweetdeck it makes multitasking very easy  but back to work i go lol
0,thisisrobthomas why one us residents  
1,xxannasxx hey  i just looking around in the internet  and you
0,im very sad that they have to humanely euthanize the whales that have beached 
1,thejoelynch ahh theres the old joe lynch welcome back 
0,is off to work 
1,hinamesmichelle mie if u wanna steal thats fine i have a rep in this industry and i have to support these developers who sell it 
1,even if youre on the right track youll get run over if you just sit there lets get it people  thanks for hoping on board rachel 
0,im gonna be sick of listening to antony robins and brian tracy should copy something else to my ipod now 
0,i really miss the kids 
0,getting hungry seriouslymust eat missin that catfish now 
0,good morning tweets its still raining  rained all yesterday and looks like it will do the same today  makes me tired 
1,soundlyawake lol ill just go back and forth from the main page to yours for a couple hourswould that build it up enough haha 
0,roadtrip with finland boyesss  tomarroww poland niceeeeeee hahahaha
0,is feeling down down down 
1,i just saw nicks friend jose d fish gh damn well on to star wars  ill probably be going to a mlb game if i get good seats
1,i just got a letter in the mail today that i wrote to myself when i was seventeen it made me cry and smile 
0,being bored 
1,glastowatch fking hell i was about  before i weighed that much 
1,is very proud of zareid  he got rid of an entire garbage bag of clothes he no longer wore he helped a good cause 
1,blondebydesign thanks my dear sprite  it is all working out 
1,illmindproducer good lookin out homie    yo illmeezy send me a few new heaterz fam  
1,lesliemac you win  which prize do you pick cgft
0,elizaheyheybeth of course you are its like a mini reunion missing some of the main components though 
1,ks in  mins wtf either my gps is wrong or my watch is wrong or im frikkin getting faster 
0,rip doug 
0,befronkaallynshs those best creations go straight to my ass  and i cant afford them on me right now
0,dannymcfly please danny say something to me anything pleaase i really love you  pleeeeeease 
0,on the phone with the bestie my stomach really hurts 
0,kayleighsmith agh thats no fun 
1,so gutted danny goker going homeoh wellgod is better plans for him 
0,lauralovesart i hope he gets better quickly utis are no fun 
1,right im off to the pub its such a lovely day and i should be outside enjoying it 
1,yes i wore cut offs and a white v neck to church reasons why i love it 
1,at the castro but heading to ybca fun night ahead 
1,auguris it was only like fifteen minutes and i already feel that considering the juice im on itll probably do me some good 
0,hvt it was in the fine print should have read it 
1,favour  im putting together a fun feature on gadgets that appeared in films first i have quite a few but may be missing some ideas
0,cleaning out my wallet amp found a jambacard i bet theres still enough left on it to get a razzmatazz 
1,joynoble i wanted to get more information about your poetry  
0,i wanna shout out epiphanygirl 
0,farrah fawcett dies of cancer at  
0,div were good but i do think susan should have won 
0,clegoues i managed to unplug my computer in my sleep last night thereby disrupting its backup 
0,its been all day amp heard nothing from my girl anthrfakekstew  haha where r u amp every follow her shes great lt
1,study time is over if i had a fivehour energy i would prolly stay up so i wouldnt forgetlol i think commen sense left me in the process 
0,so sad i have to leave love you all 
1,fozzyfan at least you arent in pain thats always a plus  so wasssup
0,garethness i want one 
0,twitter is going down for maintenance in an hour 
0,throat kills 
1,toonight was a great success 
1,meatloaffan woot thanks for letting me know 
1,okay well im not that egotistical id settle for one woman with the attractiveness of three oh i am so going to hell 
0,mamstaylor sounds nice i cant leave the house due to stupid sunburn  cries alot
0,melissaljonas i forgot the picnic rug hahaha daaayum i wish i stayed off i dont want to go to the soup kitchen 
1,got my blackberry back phrase of the day its a jungle out there  and we mean it
0,need to go to the bmw but i have to wait for the dryer to finishi have no clothes  maybe id get a discount like this though
0,chemistry is freakin me out  
1, beholding your beauty is all that i long for  to worship you jesus is my sole desire  purposed to lift your name higher  
0,the kids are going to see up without me 
1,morning friends  its a great day to do some flea market shopping
0,i think im going to install ubuntu again i mean lack of working graphics drivers for gentoo just sucks i hope it works on ubuntu 
0,smobi no no im not going  nokiaworld wish i was though
1,working but getting off early today 
1,jeserafica omg omg omg okay lets pick a date  wanna get lunch and talk it over
0,diannefox i hate that    it really is miserable
0,sexonwheels since about  ive been feelking nervous anxious and got the shakes for no reason at all  im in a good mood otherwisexxx
1,misskellyo you are welcome  x
0,used the handicap stall walked out guy in a wheelchair was waiting for me i feel so bad 
1,unmarketing common sense is the least common of the senses 
1,tharvin if i get addicted ill kill you 
1,is happy to start a new life after college but remembering the past is truly the best 
1,paramore tomorrow  david cooks wife 
1,shirawrlynn how are you 
0,michellexhannah i dont have it i only get to watch gsn when we have it as a free digital preview 
0,all the places i would rather be right now besides here at work for another  hrsi want to party too 
0, hours sleep is not enough 
0,why does it have to be such a lovely sunny day and im all on my own with revision staring me in the face 
0,nothing  i want to sleep again
1,in a neck brace with tubes hanging out now lying in hospital awaiting transfer to north shore hospital happy times 
1,cant get in bed yet since ty is still messing with the pc downside of being marriedneed husband to go to sleep 
1,writing my  things list 
1,feeling good i think its gonna be a good day 
0,masterawesome  almost    im an old lady
1,jimmysaunders morning  great thanks hows u
1, day weekend 
1,ccmichele very epic 
1,theartgoddess thanks for the followfriday 
1,oliviamunn ill teach you to play basketball 
1,one of my best friends stephanie had a diabetic attack and totaled her car yesterday please pray for her shes ok though thank god 
1,lamamanaturale shouldnt you be in bed by now 
1,just got done watching  again it was really really good 
1,bgt  will be gutted when it finishes tomorrow   stavros flatley all the way 
0,minispalla been setting up a library management system setting up a jabber server setting up a custom ubuntu for the students laptop 
0,god its a gloomy rainy day 
1,im back  or something 
1,maxbaumann because im mike rann i suck for  bucks a warm meal 
1,patrykxoxo aww your so sweet finding your sissy a book to read 
1,testing stainless chrome clone for macos x  it really is ultra fast even faster than safari awesome 
1,just reached home gonna go bathe first be right back 
0,thisisheck fucking sick man 
0,clreps re that last thinger  
